,author,date,n_likes,n_reposts,with_photo,is_repost?,text,translation
2664,dying,2015-06-12,1188,14,False,False,жить жить друг твой жизнь появляться карий глаз,live live friend your life appear brown eye
2665,dying,2015-06-12,408,16,False,False,vk com id0 1425276312 самый красивый имя,vk com id0 1425276312 the most beautiful name
2666,dying,2015-06-12,673,18,False,False,13 июнь каждый парень должный подарить понравиться девушка букет цветок добавлять запись страничка пусть узнавать,June 13 every guy should give a girl a bouquet a flower to please add an entry page let them know
2667,dying,2015-06-12,1284,16,False,False,обращаться плохо нравиться,treat badly like
2668,dying,2015-06-12,1308,15,False,False,сегодня день лето,today is summer day
2669,dying,2015-06-12,1972,31,False,False,странный эстафета должный поцеловать щечка встреча лайкнуть пост,kinky relay due kiss cheek meeting like post
2670,dying,2015-06-12,1358,14,False,False,го обниматься,go hug
2671,dying,2015-06-12,1643,67,False,False,запоминать ВК жизнь сп чувство спс благодарность смс разговор,memorize VK life sp feeling ATP gratitude sms conversation
2672,dying,2015-06-12,1255,24,False,False,девочка тихий скромный обижать тихо закопать скромно отпраздновать,girl quiet modest offend quietly bury modestly celebrate
2673,dying,2015-06-12,999,26,False,False,самый классный друг,the coolest friend
2674,dying,2015-06-12,1249,18,False,False,останавливать лето отдыхать успевать,stop summer to have time to rest
2675,dying,2015-06-12,1804,24,False,False,2 подушка кааак спать второй обнимать,2 pillow soooo sleep second hug
2676,dying,2015-06-11,1153,20,False,False,слушать музыка просто уходить свой мир,listen to music just walk away your world
2677,dying,2015-06-11,1289,17,False,False,ненавидеть фраза “ девочка ” выбор,hate phrase “girl” choice
2678,dying,2015-06-11,1179,15,False,False,поступок делиться тип 1 « блин наделать ?» 2 « пофиг сходить »,"act to share type 1 ""damn to do?"" 2 ""don't care go"""
2679,dying,2015-06-11,705,29,False,False,написать свой имя смайлик б г д е з л м н п р т ф х ч ш э ю,write your name emoticon
2680,dying,2015-06-11,1160,11,False,False,любить свой хомячок отпускать,love your hamster let go
2681,dying,2015-06-11,826,11,False,False,лето хороший время,summer good time
2682,dying,2015-06-11,763,29,False,False,добавлять стена испугаться прокомментировать 1 первый человек обнимать встреча крепко 2 второй отвечать вопрос 3 фамилия третий поставлять статус сердечко 4 четвертый позвать гулять 5 пятый дама конфетка 6 шестой записывать телефон дорогой дорогой 7 седьмой встреча называть солнышко 8 восьмой давать свой номер телефон 9 девятый написать лс 10 десятый нарисовать стена 11 одиннадцатый поцеловать 12 двенадцатый поставлять сп 2 день 13 тринадцатый выполнять желание предел разумный 14 последний выбирать желание,add wall fear comment 1 first person hug the meeting tightly 2 second answer the question 3 surname third supply the heart status 4 fourth call for a walk 5 fifth lady candy 6 sixth write down the phone dear dear 7 seventh meeting call the sun 8 eighth give your phone number 9 ninth write pm 10 tenth draw wall 11 eleventh kiss 12 twelfth deliver cn 2 day 13 thirteenth fulfill wish limit reasonable 14 last choose wish
2683,dying,2015-06-11,920,21,False,False,зеленый глаз мочь понравиться серый глаз мочь очаровывать голубой глаз влюбляться карий глаз мочь сводить ум,green eye be able to please gray eye be bewitching blue eye fall in love brown eye be able to drive one's mind
2684,dying,2015-06-11,518,17,False,False,смелый добавлять стена 1 давать свой номер телефон 2 обнимать встреча 3 подарить конфетка 4 кина запись стена 5 поцеловать щечка 6 сказать нравиться 7 написать стена любить 8 сходить погулять 9 поставлять лайка ава 10 сказать 5 важный качество 11 сказать комплимент 12 написать факт показывать,bold add wall 1 give your phone number 2 hug meeting 3 give sweetie 4 kina record wall 5 kiss cheek 6 say like 7 write wall love 8 go for a walk 9 give like ava 10 say 5 important quality 11 say compliment 12 write fact show
2685,dying,2015-06-11,852,54,False,False,значение поцелуй лоб гордость волос измена щека влюбленный шея безумно любить губа горячий любовь называть уважать считаться эй смеяться имя любить чесаться что-то лоб думать затылок кто-то любить левый ухо думать правый ухо злиться спина любить шея неожиданность левый глаз смех правый глаз плакать левый нога кто-то спешить показывать,meaning kiss forehead hair pride cheating cheek enamored neck madly love lip hot love name respect reckon hey laugh name love itch something forehead think back of head someone love left ear think right ear angry back love neck surprise left eye laughter right eye cry left leg someone rush to show
2686,dying,2015-06-11,1147,28,False,False,счастие голубой глаз,happiness blue eye
2687,dying,2015-06-11,1096,17,False,False,детство упасть сразу слеза упасть ржать слеза,childhood fall immediately tear fall neigh tear
2688,dying,2015-06-11,780,4,False,False,хотеть творить зло стесняться,want to do evil be ashamed
2689,dying,2015-06-11,922,11,False,False,играть сердце девушка который любить самый низкий подлость ..,play heart girl who love the lowest meanness..
2690,dying,2015-06-11,559,29,False,False,нравиться 1 глаз 2 волос 3 губа 4 рука 5 характер 6 ум 7 юмор 8 фигура 9 доброта 10 простота 11 честность 12 красота 13 голос,like 1 eye 2 hair 3 lip 4 hand 5 character 6 mind 7 humor 8 figure 9 kindness 10 simplicity 11 honesty 12 beauty 13 voice
2691,dying,2015-06-11,1358,22,False,False,самый офигенный брат,the most awesome brother
2692,dying,2015-06-11,1320,14,False,False,боже научать писать первый,god teach me to write first
2693,dying,2015-06-11,1330,21,False,False,ревновать топор,jealous ax
2694,dying,2015-06-11,1236,10,False,False,семейный положение сосаться пьянь,marital status suck drunk
2695,dying,2015-06-11,1350,5,False,False,беспокоиться 69 год смеяться целый год,worry 69 laugh all year
2696,dying,2015-06-11,1478,23,False,False,короче каникулы лежать диван смотреть потолок болтать нога создавать ветерок,shorter holidays lie sofa watch ceiling chat leg create breeze
2697,dying,2015-06-11,1298,16,False,False,парень который любить свой девушка хватить терпение,guy who love his girl have patience
2698,dying,2015-06-11,1523,76,False,False,очень крутой тест ответ внизу подсматривать самый низ 1 цвет нравиться красный черный голубой зеленый желтый 2 первый буква твой имя 3 месяц рождение 4 белый черный 5 называть человек пол 6 любимый число 7 нравиться летать ездить 8 океан озеро 9 загадывать желание показывать,very cool test answer below look at the very bottom 1 color like red black blue green yellow 2 first letter of your name 3 month birth 4 white black 5 name person gender 6 favorite number 7 like to fly ride 8 ocean lake 9 make a wish to show
2699,dying,2015-06-11,1358,18,False,False,знать любить,know to love
2700,dying,2015-06-11,1084,15,False,False,поступать хотеть обнимать чужой рука,act want to hug someone else's hand
2701,dying,2015-06-11,1240,18,False,False,очень сильно любить свой родитель,love your parent very much
2702,dying,2015-06-11,1394,7,False,False,лайк любить мороженка репост жить мочь,like love ice cream repost live be able
2703,dying,2015-06-11,1038,8,False,False,нужный обнимашка прямо,right hug right
2704,dying,2015-06-10,1556,16,False,False,парень беречь свой истеричка,boy take care of your tantrum
2705,dying,2015-06-10,1074,15,False,False,любить свой братик,love your brother
2706,dying,2015-06-10,1440,17,False,False,хотеться какой-нибудь внезапный радость,longing for some sudden joy
2707,dying,2015-06-10,1470,41,False,False,улыбаться течь слеза обижать сложно часто мечтать доверять делать глупость редко влюбляться долго любить,smile flow tear hurt difficult often dream trust do stupidity rarely fall in love long love
2708,dying,2015-06-10,1197,17,False,False,хороший подруга запоминать упасть подымать заканчивать ржать,good girlfriend remember fall raise finish laugh
2709,dying,2015-06-10,1144,15,False,False,говорить характер удаваться ... отвечать характер шикарный ... ключик подбирать ...,speak the character succeed ... answer the character is chic ... pick up the key ...
2710,dying,2015-06-10,1686,27,False,False,спасибо мама тепло доброта спасибо любовь твой край всевышний благодарить спасибо родной,thank you mom warmly kindness thank you love your land the Almighty thank you dear
2711,dying,2015-06-10,1512,17,False,False,мама папа самый хороший любить,mom dad is the best loving
2712,dying,2015-06-10,753,12,False,False,подруга самый хороший очень любить делать репост обрадовать свой подруга,girlfriend is the best love to do repost to please your girlfriend
2713,dying,2015-06-10,1324,9,False,False,говорить человек наедине казаться совершенно,talk man in private seem perfect
2714,dying,2015-06-10,1282,12,False,False,т е з т е м е н н м р е,t e z te m e n m r e
2715,dying,2015-06-10,1250,9,False,False,нету парень беда зато еда,no guy trouble but food
2716,dying,2015-06-10,717,6,False,False,настоящий подруга позволять совершать глупость ... одиночка,real girlfriend let's do stupid things... loner
2717,dying,2015-06-10,1212,9,False,False,делать лежать любимый появляться парень звать айфончик )) ван лава,do lie favorite appear guy call iphone)) van lava
2718,dying,2015-06-10,855,7,False,False,где-то магазин скучать мороженка,somewhere shop miss ice cream
2719,dying,2015-06-10,1193,13,False,False,пожалуйста кофе ложечка сахар молоко кокаин,please coffee spoon sugar milk cocaine
2720,dying,2015-06-10,1201,18,False,False,встречаться встречаться улыбаться здороваться,meet meet smile say hello
2721,dying,2015-06-10,908,11,False,False,человек рождаться лето офигенный,man born summer awesome
2722,dying,2015-06-10,551,3,False,False,человек рождаться лето офигенный,man born summer awesome
2723,dying,2015-06-10,1156,13,False,False,хотеть лето время интернет,want summer time internet
2724,dying,2015-06-10,985,4,False,False,каждый принцесск жить сучка,every princess live bitch
2725,dying,2015-06-10,1011,10,False,False,надоедать честно,bother honestly
2726,dying,2015-06-10,909,10,False,False,происходить что-то хороший бояться весь потерять,something good to happen to be afraid to lose everything
2727,dying,2015-06-10,1316,22,False,False,наушник мир сложно,earphone world difficult
2728,dying,2015-06-10,874,20,False,False,кареглазый это нежность любить искренне горячо отличаться верность выбирать,brown-eyed is tenderness to love sincerely hotly different fidelity to choose
2729,dying,2015-06-10,1033,17,False,False,спать телефон просыпаться телефон провожать день телефон наверное отношение,sleep phone wake up phone see off the day phone probably attitude
2730,dying,2015-06-10,968,20,False,False,самый хороший подруга любить,the nicest girlfriend to love
2731,dying,2015-06-10,1613,27,False,False,странный эстафета должный поцеловать щечка встреча лайкнуть пост,kinky relay due kiss cheek meeting like post
2732,dying,2015-06-10,812,10,False,False,хотеть поцеловать лайк пост,want to kiss like post
2733,dying,2015-06-10,1009,14,False,False,п з м е н г л т Ь,p z m e n g l t b
2734,dying,2015-06-10,1106,6,False,False,ой живот мешочек вкусняшка,oh belly pouch yummy
2735,dying,2015-06-10,1447,12,False,False,"кто-нибудь сказать прямо глаз нужный "", расплакаться","someone to say straight to the eye you want "", burst into tears"
2736,dying,2015-06-10,1064,36,False,False,любить самый хороший подружка год дружба становиться сестра доверять весь свой переживание тайна знать офигенный лето впереди это крууутоо мочь нажираться вместе всякий гадость счастливый скучно особенно вместе ночевать надеяться долго долго дружить самый самый хороший очень сильно любить верить настоящий дружба,love the best girlfriend year friendship become sister trust all your experience mystery know awesome summer ahead it's cool to be able to get drunk together all the nastiness happy boring especially together sleepover hope long long friendship best very much love believe real friendship
2737,dying,2015-06-10,856,10,False,False,настоящий подруга позволять совершать глупость ... одиночка,real girlfriend let's do stupid things... loner
2738,dying,2015-06-10,1136,17,False,False,добиваться весь хотеть иначе,to strive all want otherwise
2739,dying,2015-06-09,571,16,False,False,vk com id0 1425276312 самый прекрасный,vk com id0 1425276312 the most beautiful
2740,dying,2015-06-09,793,5,False,False,б д Ь ч т л,b e b h t l
2741,dying,2015-06-09,935,12,False,False,жизнь ксюша жизнь,life ksenia life
2742,dying,2015-06-09,1348,26,False,False,жизнь настя жизнь,life nastya life
2743,dying,2015-06-09,476,5,False,False,жизнь алиса жизнь,life alice life
2744,dying,2015-06-09,621,11,False,False,жизнь маша жизнь,life masha life
2745,dying,2015-06-09,480,10,False,False,жизнь полина жизнь,Polina life life
2746,dying,2015-06-09,640,17,False,False,жизнь диана жизнь,life diana life
2747,dying,2015-06-09,802,7,False,False,жизнь саша жизнь,life sasha life
2748,dying,2015-06-09,701,9,False,False,жизнь даша жизнь,life dasha life
2749,dying,2015-06-09,1216,12,False,False,хотеться исчезать отключать телефон появляться соц сеть,want to disappear turn off the phone appear social network
2750,dying,2015-06-09,473,19,False,False,это волшебный запись добавлять стена близкий время происходить что-то хороший чудесный,it's a magical record add wall close time to happen something good wonderful
2751,dying,2015-06-09,1171,26,False,False,хороший новость 1 сегодня лето 2 завтра лето 3 месяц лето,good news 1 today summer 2 tomorrow summer 3 month summer
2752,dying,2015-06-09,1463,20,False,False,парень должный ухаживать девушка добиваться вконтакте сердечко ставить,the guy should look after the girl to seek vkontakte to put a heart
2753,dying,2015-06-09,655,11,False,False,хотеться море пляж плескаться прибой забота проблема хлопоты лишь море солнце песок,want sea beach splashing surf care problem chores only sea sun sand
2754,dying,2015-06-09,1530,26,False,False,весь твой друг весь кто-то,all your friend all someone
2755,dying,2015-06-09,903,9,False,False,привет июнь удивлять,hello june surprise
2756,dying,2015-06-09,1004,12,False,False,ура нормальный пойти рассказывать кот,cheers normal go tell cat
2757,dying,2015-06-09,1196,29,False,False,любить это нужный офигеть нервы,love is the right one to freak out the nerves
2758,dying,2015-06-09,1759,36,False,False,парень голова обходиться,guy head make do
2759,dying,2015-06-09,944,27,False,False,забирать стена кто-то лайкнуть стенка пост значит соскучиться посмотреть одинокий,pick up a wall someone like a wall post means miss watching lonely
2760,dying,2015-06-09,1519,27,False,False,телок телок маленький девочка забывать,upskirt upskirt little girl forget
2761,dying,2015-06-09,1211,21,False,False,обнимать блин глубоко плевать,hug damn deep spit
2762,dying,2015-06-09,1519,18,False,False,летний ночь ждать очень 9 дома доча,summer night wait very 9 home docha
2763,dying,2015-06-09,914,13,False,False,жизнь подарить поверять ... сюрприз начинаться ...,give life to believe ... the surprise begins ...
2764,dying,2015-06-09,1436,18,False,False,тонуть твой глаз карий понимать тонуть шоколад оптимистичный D,sink your eye brown understand sink chocolate optimistic D
2765,dying,2015-06-09,1534,15,False,False,девушка ревновать знать девушка способный,girl jealous know girl capable
2766,dying,2015-06-09,1124,19,False,False,это неловкий чувство бояться написать человек думать надоедать,it's an awkward feeling to be afraid to write a person to think to bother
2767,dying,2015-06-09,1262,19,False,False,ревность значить чувство,jealousy means feeling
2768,dying,2015-06-09,889,15,False,False,музыка это мир,music is the world
2769,dying,2015-06-09,1570,18,False,False,стесняться смотреть глаз,ashamed to look
2770,dying,2015-06-09,1595,23,False,False,3 зарядка телефон ..,3 phone charging ..
2771,dying,2015-06-09,1056,12,False,False,где-то магазин скучать мороженка,somewhere shop miss ice cream
2772,dying,2015-06-09,1135,9,False,False,улыбаться идти,smile go
2773,dying,2015-06-09,1408,29,False,False,сложный резкий перепад настроение искренний слеза чувство обида идиотский мысль голова становиться,complex sharp mood swings sincere tear feeling resentment idiotic thought head become
2774,dying,2015-06-09,1101,34,False,False,класс самый хороший сильно скучать лето,class is the best miss summer
2775,dying,2015-06-09,1520,22,False,False,думать скучать ахахахахахах ахахах очень,think miss ahahahahahah ahahah very much
2776,dying,2015-06-09,1681,15,False,False,х ч т х б Ъ т й,x h t x b b t y
2777,dying,2015-06-09,2059,18,False,False,лето это 1 джинсы жарко 2 шорты лях расплыться,summer it's 1 jeans hot 2 shorts lyah blurry
2778,dying,2015-06-08,835,20,False,False,лайк любить горький шоколад репост любить молочный шоколад,like love dark chocolate repost love milk chocolate
2779,dying,2015-06-08,1030,18,False,False,любить свой хороший подруга,love your good girlfriend
2780,dying,2015-06-08,1428,15,False,False,щечка это гарантия девушка добрый пока начинать трепать щечка !!!,a cheek is a guarantee of a kind girl until you start rubbing your cheek !!!
2781,dying,2015-06-08,1574,14,False,False,удалять друг реально думать подписывать,delete friend really think sign
2782,dying,2015-06-08,1601,20,False,False,самый хороший мир фраза идти обнимать,the nicest world phrase go hug
2783,dying,2015-06-08,2143,28,False,False,папа любить,dad love
2784,dying,2015-06-08,826,22,False,False,добавлять стена запись хороший друг,add wall post good friend
2785,dying,2015-06-08,2204,36,False,False,мама любить,mom love
2786,dying,2015-06-08,1776,29,False,False,мама самый красивый,mom is the most beautiful
2787,dying,2015-06-08,1446,25,False,False,сидеть настроение писать нужный человек сразу улыбка ухо весь грусть пропадать,sit mood write right person immediately smile ear all sadness disappear
2788,dying,2015-06-08,1001,9,False,False,репост грустненький,repost sad
2789,dying,2015-06-08,1021,17,False,False,подруга хороший,girlfriend is good
2790,dying,2015-06-08,1304,26,False,False,невыносимый паршивый характер маленький девочка особый чувство юмор капец ревнивый,unbearable lousy character little girl special sense of humor kapets jealous
2791,dying,2015-06-08,764,15,False,False,"20 факт хороший подруга забирать страница 1 знать 2 посылать понимать это любить 3 мочь помогать выбор одежда 4 смеяться остановка тупо причина 5 знать твой самый нелепый секрет постоянно подкалывать повод 6 готовый помогать домашка 7 шок твой отношение 8 мочь порывать любой глоток 9 мочь позвонить приходить школа сказать офигеть ?"" 10 строить примерный девочка твой родитель 11 нечего делать читать друг друг статус 12 мочь одновременно говорить телефон переписываться вк скайп 13 мочь рассказывать весь секрет уверенный это никто узнавать 14 мочь приходить плохо это обматерить 15 придумывать друг друг нелепый кличка 16 мочь творить всякий ерунда ржать трезвый голова 17 мочь петь ухо остановка 18 сидеть урок переписываться листочек 19 мочь приходить домой чувствовать показывать",20 fact good girlfriend pick up page 1 know 2 send understand love it 3 be able to help choose clothes 4 laugh stop stupid reason 5 know your most ridiculous secret constantly teasing occasion 6 ready to help homework 7 shock your attitude 8 be able to take any sip 9 be able to call come school 10 build an exemplary girl your parent 11 have nothing to do read each other's status 12 be able to simultaneously talk the phone correspond VK skype 13 be able to tell the whole secret sure it's nobody to know 14 be able to come badly it's swear 15 invent each other a ridiculous nickname 16 be able to create everyone nonsense neigh sober head 17 be able to sing ear stop 18 sit lesson correspond letter 19 be able to come home feel show
2792,dying,2015-06-08,1416,8,False,False,первый неделя лето успешно проебывать,first week summer successfully fuck
2793,dying,2015-06-08,1055,22,False,False,карий глаз принадлежать зачастую привлекательный чувственный человек,brown eye belong to an often attractive sensual person
2794,dying,2015-06-08,1348,11,False,False,девочка 4 класс успокаиваться козел ух бабочка,girl 4th grade calm down goat uh butterfly
2795,dying,2015-06-08,1229,37,False,False,3 слово который заставлять жить нужный 3 слово который заставлять вернуться скучать 3 слово заставлять громко плакать давать друг 3 слово который делать счастливо девушка 3 слово заставлять улыбаться 3 слово который заставлять сердце биться часто любить какой-то 3 слово,3 word that makes you want to live 3 word that makes you want to return 3 word that makes you cry loudly give a friend 3 word that makes you happy girl 3 word that makes you smile 3 word that makes your heart beat often love some 3 word
2796,dying,2015-06-08,440,20,False,False,текстовый смайл добавлять страница ͡ ° ͜ ʖ ͡ ° ¯\_( ツ )_/¯ ง ͠ ° ͟ ل͜ ͡ ° ง ͡ ° ͜ ʖ ͡ ° ¯\_( ツ )_/¯ ง ͠ ° ͟ ل͜ ͡ ° ง ͡ ᵔ ͜ ʖ ͡ ᵔ ʕ • ᴥ • ʔ ᵔᴥᵔ ಥ ﹏ ಥ ง ° ل͜ ° ง ᕦ ò ó ˇ) ᕤ показывать,text smiley add page to show
2797,dying,2015-06-08,664,4,False,False,каждый подруга который бывать грустно,every girlfriend who happens to be sad
2798,dying,2015-06-08,730,20,False,False,эгоистка просто уметь жить высокомерный просто считать нужный улыбаться дерзкий просто лезть слово карман ревнивый просто привыкать единственный обижаться просто менять мнение человек,selfish just knowing how to live arrogant just counting necessary to smile cocky just climbing the word pocket jealous just getting used to the only offended just changing one's mind person
2799,dying,2015-06-08,2449,131,False,False,сегодня отвечать 1 любой вопрос кроме пароль логин добавлять стена закидывать вопрос :) игнорировать весело,today answer 1 any question except password login add wall post question :) ignore fun
2800,dying,2015-06-08,1303,24,False,False,боже удалять друг пойти сбрасываться стул ложка вена порезать повеситься туалетный бумага напиваться кухня сок наглотаться аскорбинка,oh god delete friend go dump chair spoon vein cut hang yourself toilet paper get drunk kitchen juice swallow ascorbic acid
2801,dying,2015-06-08,1475,17,False,False,е сериал еда книга сон нужный секс,e series food book sleep necessary sex
2802,dying,2015-06-08,816,6,False,False,любой непонятный ситуация учить английский непонятный ситуация лететь лас-вегас,any obscure situation learn english incomprehensible situation fly las vegas
2803,dying,2015-06-08,1165,10,False,False,прикольный толстенький,cool plump
2804,dying,2015-06-08,893,6,False,False,наделать ...,put on...
2805,dying,2015-06-08,1219,12,False,False,цветок завянуть вообще нужный сдыхать,a flower to wither at all necessary to die
2806,dying,2015-06-08,1127,12,False,False,влюбляться страдать дабудить дабудай,"fall in love, suffer, wake up, wake up"
2807,dying,2015-06-08,975,20,False,False,сей пора вериться учебный год позади ..! никакой учеба класс скучать самый хороший ребята,it's time to believe the school year is over ..! no study class miss the nicest guys
2808,dying,2015-06-08,1172,22,False,False,учебный год ныть высыпаться еле вставать лето семь утро просыпаться будильник организм сюрпрайз мазафак,school year whine get enough sleep barely get up summer seven morning wake up alarm clock organism surprise motherfucker
2809,dying,2015-06-08,1052,19,False,False,музыка рано просто хобби это мания музыка жить нереально,music early just a hobby it's a mania music to live is unrealistic
2810,dying,2015-06-08,1014,11,False,False,дочь сходить магазин хлеб нету нееееее шоколадка купить полететь,daughter go shop bread no noooo chocolate buy fly
2811,dying,2015-06-08,1083,14,False,False,проводить лето просто круто сказочно отлично слава суперпупер незабываемый это хороший лето аминь,spend the summer just cool fabulous great glory superduper unforgettable it's a good summer amen
2812,dying,2015-06-08,1742,41,False,False,девочка который любить спорт,girl who love sports
2813,dying,2015-06-08,779,18,False,False,добавлять стена запись хороший подруга,add wall post nice girlfriend
2814,dying,2015-06-07,1589,24,False,False,жить спокойно влюбляться ..,live in peace fall in love ..
2815,dying,2015-06-07,1928,16,False,False,мама красивый спрашивать свой парень парень именно,mom handsome ask your boyfriend boyfriend exactly
2816,dying,2015-06-07,1341,29,False,False,10 июнь день обнимашка каждый должный подходить дорогой человек крепко крепко обнимать,10 june hug day everyone should come close hug tightly dear person
2817,dying,2015-06-07,1134,16,False,False,лето обязательно должно классно,summer must be great
2818,dying,2015-06-07,986,13,False,False,человек который подымать настроение любить,a person who cheers up to love
2819,dying,2015-06-07,686,38,False,False,друг 1 хотеть сп 2 число 3 хороший человечек 4 мочь удалять очень сильно любить 5 нравиться 6 любить 7 друг 8 хороший хороший друг подруга 9 приятно общаться 10 супер 11 мочь жить 12 зая .. 13 хотеть встречаться ..,friend 1 want cn 2 number 3 good man 4 be able to delete very much love 5 like 6 love 7 friend 8 good good friend girlfriend 9 nice to talk to 10 super 11 be able to live 12 za .. 13 want to meet ..
2820,dying,2015-06-07,617,22,False,False,vk com id0 1425276312 красивый умненький заботливый привлекательный добрый нежный милый очаровательный обворожительный душевный незабываемый неотразимый шикарный божественный завораживать ангельский кокетливый веселый энергичный чудесный романтичный симпатичный единственный ласковый сладенький желанный непредсказуемый показывать,vk com id0 1425276312 beautiful smart caring attractive kind gentle cute charming charming sincere unforgettable irresistible chic divine bewitch angelic flirtatious cheerful energetic wonderful romantic cute only affectionate sweet desired unpredictable showing
2821,dying,2015-06-07,1057,18,False,False,хороший подруга,good girlfriend
2822,dying,2015-06-07,856,4,False,False,пока спать месяц,sleep for a month
2823,dying,2015-06-07,1331,20,False,False,характер голубой глаз,blue eye character
2824,dying,2015-06-07,940,13,False,False,где-то магазин скучать шоколадка,somewhere shop miss chocolate bar
2825,dying,2015-06-07,811,20,False,False,лето это 3 месяц учебник 92 день свобода 2 208 час счастие 133 480 минута блаженство,summer is 3 month tutorial 92 day freedom 2 208 hour happiness 133 480 minute bliss
2826,dying,2015-06-07,505,7,False,False,это волшебный запись добавлять стена близкий время происходить что-то хороший чудесный,it's a magical record add wall close time to happen something good wonderful
2827,dying,2015-06-07,1389,17,False,False,папин бунтарка мамин кухарка,father's rebel mother's cook
2828,dying,2015-06-07,969,23,False,False,ревнивый человек ревновать человек действительно многое значит жизнь,jealous man jealous man really means a lot life
2829,dying,2015-06-07,1140,31,False,False,подруга это банда,girlfriend is a gang
2830,dying,2015-06-07,1003,12,False,False,это неловкий чувство бояться написать человек думать надоедать,it's an awkward feeling to be afraid to write a person to think to bother
2831,dying,2015-06-07,839,17,False,False,карий глаз принцесса серый счастливый зеленый красавица голубой необычный,brown eye princess gray happy green beauty blue unusual
2832,dying,2015-06-07,1000,18,False,False,девочка скромный мочь врезать,shy girl be able to embed
2833,dying,2015-06-07,1356,57,False,False,парень заметка девушка 1 злой уходить идти 2 внимательно смотреть твой губа поцелуй 3 отталкивать держать отпускать 4 обзывать целовать говорить любить 5 злой сказать очень милый 6 тихий спрашивать 7 игнорировать привлекать внимание 8 показывать плохой сторона говорить красивый 9 видеть начинать плакать обнимать оставлять планета 10 класть свой голова твой плечо опускаться поцелуй 11 говорить нравиться самый дело хотеть сказать 12 рассказывать секрет хранить 13 смотреть глаз опускать пока это сделать 14 скучать больно 15 « ломать » сердце боль обида проходить 16 говорить кончаться хотеть ... 17 взять рука мгновение важно .) показывать,"guy note girl 1 angry walk away 2 look closely at your lip kiss 3 push away keep letting go 4 call names kissing say love 5 angry say very cute 6 quiet ask 7 ignore attract attention 8 show bad side speak handsome 9 see start cry hug leave planet 10 put your own head your shoulder drop a kiss 11 talk like the most thing want to say 12 tell a secret to keep 13 look eye down while doing it 14 miss it hurts 15 ""break"" the heart pain resentment pass 16 talk end wanting ... 17 take a hand a moment is important.) show"
2834,dying,2015-06-07,691,11,False,False,каждый подруга который бывать грустно,every girlfriend who happens to be sad
2835,dying,2015-06-07,484,7,False,False,vk com id0 1425276312 это самый красивый человек,vk com id0 1425276312 this is the most beautiful person
2836,dying,2015-06-07,807,13,False,False,человек который подымать настроение любить,a person who cheers up to love
2837,dying,2015-06-07,1245,25,False,False,жизнь выходить книга … 50 оттенок косяк …,life come out book … 50 shade cant …
2838,dying,2015-06-07,1169,17,False,False,дорогой папа возможно однажды встреча принц навсегда оставаться король,dear dad maybe one day meeting prince forever stay king
2839,dying,2015-06-07,556,18,False,False,характер месяц рождение январь добрый ласковый умный красивый февраль любимый умный скромный март влюблять милый добрый апрель симпатичный вредный май хороший умный злой красивый июнь терпеливый веселый счастливый быстрый июль красивый злой влюбляться август терпеливый хороший скромный сентябрь красивый умный злой красивый октябрь хороший ревнивый добрый умный ноябрь самостоятельный жизнерадостный ревнивый декабрь добрый смелый дерзкий ревнивый,character month birth january kind affectionate smart beautiful february favorite smart modest march fall in love cute good april cute mischievous may good smart evil beautiful june patient cheerful happy fast july beautiful evil fall in love august patient good modest september beautiful smart evil beautiful october good jealous kind smart november independent cheerful jealous december kind bold daring jealous
2840,dying,2015-06-07,886,25,False,False,своеобразный флешмоб забирать стена кто-то лайкнуть стенка пост значит человек обязывать обнимать,"a kind of flash mob to take someone away from the wall, to like the wall post means that a person obliges to hug"
2841,dying,2015-06-07,459,26,False,False,написать номер вопрос отвечать 1 жить 2 сколько год 3 погулять 4 любимый песня 5 любить цветок 6 парень 7 фото 8 знак зодиак,write number question answer 1 live 2 what year 3 walk 4 favorite song 5 love a flower 6 boyfriend 7 photo 8 zodiac sign
2842,dying,2015-06-07,1005,21,False,False,это девушка который мочь жить музыка,this is a girl who can live music
2843,dying,2015-06-07,951,11,False,False,проводить лето просто круто сказочно отлично слава суперпупер незабываемый это хороший лето аминь,spend the summer just cool fabulous great glory superduper unforgettable it's a good summer amen
2844,dying,2015-06-07,1522,15,False,False,плюнуть это воздушный поцелуй,spit it air kiss
2845,dying,2015-06-07,1024,10,False,False,очень бояться потерять человек который дорога жаль никто бояться потерять,very afraid of losing a person who is dear sorry nobody afraid of losing
2846,dying,2015-06-07,1059,22,False,False,подруга обо знать либо нужно убивать либо дружить смерть,girlfriend to know either you need to kill or make friends death
2847,dying,2015-06-07,974,18,False,False,сестра самый красивый веселый добрый заботливый любить сестренка,sister the most beautiful cheerful kind caring loving little sister
2848,dying,2015-06-07,1695,31,False,False,дружба парень плюс спина говорить гора вставать защищать понимать просто понимать искренне дружить поддерживать трудный минута минус минус,friendship guy plus back talk mountain get up protect understand just understand sincerely be friends support difficult minute minus minus
2849,dying,2015-06-06,1248,15,False,False,характер карий глаз,brown eye character
2850,dying,2015-06-06,1051,12,False,False,разговаривать 3 язык ирония сарказм ненормативный лексика,talk 3 language irony sarcasm profanity
2851,dying,2015-06-06,1251,22,False,False,любить скучать нужный самый родной человек,love to miss the right dearest person
